,address1,address2,city,name,tel,url,zip,geometry
310,522 West 19th Street,,New York,4 Chambers Fine Art,(212) 414-1169,http://www.chambersfineart.com/en/calendar/2009-2-bj.html,10011.0,POINT (-74.00711818986275 40.74548098304832)
311,325 W 118th St,,New York,5 Robin Rice Gallery,(212) 366-6660,http://www.robinricegallery.com/galleryinformation/index.html,10026.0,POINT (-73.95513650506956 40.80603909501473)
312,531 Graham Ave,,Brooklyn,531 Artspace,(718) 388-6087,http://newyork.citywaboo.com/business/2200841/531_Artspace-in-Brooklyn-NY_11222-4852.html,11222.0,POINT (-73.94713438435649 40.72132181792675)
313,1368 York Ave,,New York,73 St Farmers Market,(212) 879-3500,http://www.nyc.com/arts__attractions/73_st_farmers_market.1808/whats_nearby.aspx,10021.0,POINT (-73.953015464766 40.76730472453463)
314,363 Bleecker St,,New York,A Clean Well Lighted Place Inc,(212) 255-3656,http://www.merchantcircle.com/business/A.Clean.Well.Lighted.Place.Inc.New.York.NY.1.212-255-3656,10014.0,POINT (-74.00455563265132 40.7345361110302)
315,6208 MILL LN,,Brooklyn,A J ARTS LTD,(718) 763-5473,http://yp.blogflux.com/directory/us/new-york/brooklyn/a-j-arts-ltd-6208-mill-ln/,11234.0,POINT (-73.91691325451417 40.61860964804293)
316,40 Wooster St,,New York,A.I.R. Gallery,(212) 966-0799,http://www.artseensoho.com/Art/AIR/air.html,10013.0,POINT (-74.00247723876265 40.72220573764243)
317,618 Coney Island Ave,,Brooklyn,AAA-Abbey Mdsng Co Inc,(718) 253-8830,http://yp.blogflux.com/directory/us/new-york/brooklyn/aaaabbey-mdsng-co-inc/,11218.0,POINT (-73.96993064493761 40.64223848857642)
318,1556 3rd Ave,,New York,Abada Felix Inc,(212) 427-8731,http://www.nyc.com/arts__attractions/abada_felix_inc.468/whats_nearby.aspx,10128.0,POINT (-73.95369906884567 40.77982818893016)
319,41 E 57th Street,14th Floor Suite1401,New York,Aberbach Fine Art,(212) 988-1100,http://www.saberbach.com/site.html,10022.0,POINT (-73.97156738540961 40.76234164563961)
320,529 W 20th St,,New York,Aca Galleries,(212) 206-8080,http://www.acagalleries.com/,10011.0,POINT (-74.00671307190173 40.7466637235728)
321,275 Hudson St,,New York,Ace Gallery,(212) 255-5599,http://www.acegallery.net,10013.0,POINT (-74.00800569763308 40.72518059211007)
322,18 E 79th St,,New York,Acquavella Galleries Inc,(212) 734-6300,http://www.acquavellagalleries.com/,10021.0,POINT (-73.96264902751969 40.77624199731802)
323,74 E. 79th St.,,New York,Adam Baumgold Fine Art,(212) 861-7338,http://www.adambaumgoldgallery.com/,10021.0,POINT (-73.96107580310452 40.77566375107602)
324,24 East 80th Street,,New York,Adam Williams Fine Art Ltd,(212) 249-4987,http://www.adam-williams.com/DesktopDefault.aspx?tabid=20,10075.0,POINT (-73.96206753819425 40.77696724048732)
325,330 W 72nd St,Bsmt,New York,Adams Fund Art Buyers,(212) 873-2633,http://www.yellowspinny.com/adams+fund+art+buyers/bus-16396/,10023.0,POINT (-73.98593597096441 40.78013538557862)
326,41 W 57th St,Lbby,New York,Adams George Gallery,(212) 644-5665,http://www.ikarma.com/biz/New+York/New+York/Adams+George+Gallery/%28212%29644-5665/,10019.0,POINT (-73.97614892855628 40.76409153208361)
327,219 E 82nd St,,New York,Adelson Galleries,(212) 439-6800,http://www.adelsongalleries.com/,10028.0,POINT (-73.95485347510008 40.77602747338123)
328,24 E 71st St,,New York,Adler & Conkright Fine Art Llc,(212) 772-7509,http://www.adlerconkrightarts.com/,10021.0,POINT (-73.96624091514376 40.77097524465545)
329,615 W 27th St,,New York,African Arts Center Inc,(212) 244-6914,http://yp.blogflux.com/directory/us/new-york/new-york/african-arts-center-inc/,10001.0,POINT (-74.00566649112767 40.75191957893571)
330,2478 Frederick Douglas Blvd,,New York,Africart Motherland Inc,(212) 368-6802,http://local.botw.org/New_York/New_York/Africart_Motherland_Inc/77934896.html,10027.0,POINT (-73.94739591084929 40.81484873741814)
331,530 W 25th St,,New York,Agora Gallery,212-226-4151,http://www.agora-gallery.com/,10001.0,POINT (-74.00462798050833 40.74943954389719)
332,17 Cornelia St,,New York,Akira Ikeda Gallery,(212) 366-5449,http://www.akiraikedagallery.com/,10014.0,POINT (-74.00198720202906 40.73159806284546)
333,23 8th Ave,,New York,Alan Brasington Inc,(212) 366-9996,http://www.nyc.com/arts__attractions/alan_brasington_inc.187/editorial_review.aspx,10014.0,POINT (-74.00465111517532 40.73792128413487)
334,1065 Madison Ave,,New York,Alaska on Madison,(212) 879-1782,http://www.alaskaonmadison.com/,10028.0,POINT (-73.96107281271044 40.77729595234076)
335,132 10th Ave,,New York,Alexander and Bonin,(212) 367-7474,http://www.alexanderandbonin.com/,10011.0,POINT (-74.00599210995543 40.74468740455551)
336,117 E 39th St,,New York,Alexander's Sculptural Svce,(212) 867-8866,http://www.nyc.com/arts__attractions/alexanders_sculptural_svce.1805/whats_nearby.aspx,10016.0,POINT (-73.97794941736475 40.74998352642474)
337,41 E 57th St,,New York,Alexandre Gallery,(212) 755-2828,http://www.alexandregallery.com,10022.0,POINT (-73.97161806065871 40.76226849395318)
338,99-10 Metropolitan Ave.,,Forest Hills,Alliance of Queens Artists,(718) 520-9842,http://www.arts4u.org/,11375.0,POINT (-73.85334628561375 40.71066978214045)
339,99 Wooster St,,New York,Blum Peter-Blum Arts,(212) 343-0441,http://peterblumgallery.com/exhibitions,10012.0,POINT (-74.00107688198324 40.72459069512193)
340,1050 2nd Ave,,New York,Alter Silver Gallery Corp,(212) 750-1928,http://www.ikarma.com/biz/New+York/New+York/Alter+Silver+Gallery+Corporation/%28212%29750-1928/,10022.0,POINT (-73.9657483087514 40.75820702064953)
341,115 E 89th St,,New York,American European Fine Art Inc,(212) 517-4010,http://www.artincontext.org,10128.0,POINT (-73.95473277767529 40.78188518223692)
342,530 W 22nd St,,New York,American Fine Arts Co,(212) 941-0401,http://www.nileguide.com/destination/new-york/things-to-do/american-fine-arts-co/507977,10011.0,POINT (-74.00610750035331 40.74749326770152)
343,2 Lincoln Square,,New York,American Folk Art Museum - Eva and Morris Feld Gallery,(212) 595-9533,http://www.folkartmuseum.org/default.asp?id=509,10023.0,POINT (-73.98142236076949 40.77314532457846)
344,525 West 22nd Street,,New York,Ameringer & Yohe Fine Arts,(212) 445-0051,http://www.ameringer-yohe.com/,10011.0,POINT (-74.00570231168705 40.74767690080429)
345,111 Front Street,,Brooklyn,Amos Eno Gallery,(718) 237-3001,http://www.amoseno.org/,11201.0,POINT (-73.98909223945212 40.702839860367)
346,118 E 92nd St,,New York,An American Space,(212) 426-2879,http://www.artinfo.com/galleryguide/11631/119/an-american-space-gallery/visit/,10128.0,POINT (-73.95373195415431 40.7834768790123)
347,525 E 72nd St,,New York,Ancient Art of the New World Inc,(212) 737-3766,http://www.manta.com/coms2/dnbcompany_6k57c8,10021.0,POINT (-73.95334298863992 40.76900975698234)
348,60 Rivington St,,New York,Andover Gallery,(212) 473-1722,http://new_york.ny.ooberunder.com/7385653-andover.gallery,10002.0,POINT (-73.99023922743137 40.72083117119045)
349,134 Tenth Avenue,,New York,Andrew Edlin Gallery,(212) 206-9723,http://edlingallery.com/,10011.0,POINT (-74.00584416050778 40.74469818491875)
350,525 W 20th St,,New York,Andy Warhol Authentication Board Inc,(212) 727-1735,http://www.warholfoundation.org/legacy/authentication_procedure.html,10011.0,POINT (-74.0065781938964 40.7464976437538)
351,172 Norfolk St,,New York,Angel Orensanz Foundation,(212) 780-0175,http://www.orensanz.org/home.php,10002.0,POINT (-73.98566578523841 40.7211425940389)
352,980 Madison Ave,,New York,Anita Friedman Fine Arts,(212) 472-1527,http://www.artnet.com/gallery/406/anita-friedman-fine-arts.html,10021.0,POINT (-73.96348524835835 40.77479505310624)
353,601 W 26th St,,New York,Annex the,(646) 638-3785,http://oneartworld.com/The+Annex.html,10001.0,POINT (-74.0072691859354 40.75175124475621)
354,173 W 88th St,,New York,Annie Yau Gallery,(212) 580-2980,http://www.upnext.com/venue/new-york-recreation/annie-yau-gallery/11640.htm,10024.0,POINT (-73.97318628787116 40.78882752190978)
355,528 W 22nd St,,New York,Annina Nosei Gallery,(212) 741-8695,http://www.patrickgrant.net/genome_angallery.htm,10011.0,POINT (-74.00603307178372 40.74745710909231)
356,37 W 57th St,,New York,Anthony Grant Inc,(212) 755-0434,http://anthonygrantinc.com/Movie1_LANY.swf,10019.0,POINT (-73.97595129099413 40.76403092038721)
357,104 Franklin St,,New York,Antik,(212) 343-0471,http://www.antik-nyc.net/,10013.0,POINT (-74.00559642923686 40.71861368160094)
358,948 Mad Ave,,New York,Antiquarium Fine Ancient Arts Gallery Ltd,(212) 734-9776,http://local.botw.org/New_York/New_York/Antiquarium_Fine_Ancient_Arts_Gallery_LTD/950985.html,10001.0,POINT (-73.96448583694475 40.77370829773766)
359,532 W 20th St,,New York,Anton Kern Gallery Inc,(212) 965-1706,http://antonkerngallery.com/artist.php?aid=16,10011.0,POINT (-74.0071625805658 40.74626698919683)
360,291 Church St,,New York,Apex Art,(212) 431-5270,http://www.apexart.org/,10013.0,POINT (-74.00442891117446 40.71902942399628)
361,501 W 145th St,,New York,April's Gallery,(212) 694-4538,http://find.mapmuse.com/details/art-galleries/9528834/aprils-gallery,10031.0,POINT (-73.9477984775635 40.82550711004373)
362,29 E 72nd St,,New York,Arader W Graham Gallery,(212) 628-3668,http://www.aradergalleries.com/,10021.0,POINT (-73.96506780787688 40.77191981279417)
363,1051 2nd Ave,,New York,Arash Gallery,(212) 759-4999,http://www.leftlinks.org/photography/main.php,10022.0,POINT (-73.96632495463712 40.75835498333269)
364,51 Greene St,,New York,Arcadia Fine Arts,(212) 965-1387,http://www.arcadiafinearts.com/home.html,10013.0,POINT (-74.00191255468341 40.72233560547136)
365,602 10th Ave,,New York,Archibald Arts,(212) 247-5087,http://www.archibaldarts.com/,10036.0,POINT (-73.99447221869303 40.76045676364441)
366,511 W 25th St,,New York,Archive Consulting & Management Services,(212) 242-7767,http://www.yellowpages.com/info-1271752/Archive-Consulting-Management-Services,10001.0,POINT (-74.00406816395126 40.74945618747075)
367,4720 Center Blvd.,Suite #2005,Long Island City,Ariel Meyerowitz Gallery,(917) 685-0089,http://www.arielmeyerowitz.com/,11109.0,POINT (-73.95720540498857 40.74562272150074)
368,78 Horatio St,,New York,Ariston Development Group,(212) 924-1688,http://www.yellowbot.com/ariston-development-group-new-york-ny.html,10014.0,POINT (-74.00720672426719 40.73863044897784)
369,200 Lexington Avenue,,New York,Arleen G Becker Gallery Inc,(347) 525-7074,http://www.agbgallery.com/,10022.0,POINT (-73.98078712426901 40.74557327933392)
370,979 3rd Ave,,New York,Art & Interiors Inc,(212) 754-9900,http://www.ziplocal.com/companies/102881788-Art-Interiors-Inc,10022.0,POINT (-73.96625646159961 40.76095557965403)
371,200 E 33rd St,Lbby,New York,Art Advice Corporate Art Consultants,(212) 683-5611,http://www.artadvice-ny.com/,10016.0,POINT (-73.97844632760412 40.7445720735255)
372,530 Park Ave,,New York,Art Advisory Svces Inc,(212) 935-1272,http://www.artadvisoryservices.com/,10065.0,POINT (-73.96938236367227 40.76400118604261)
373,444 W 50th St,,New York,Art Asap,(212) 258-3598,http://www.livevillage.com/newyork/art/art-asap-444-w-50th-st.html,10019.0,POINT (-73.99102178777146 40.76416275490926)
374,530 Park Avenue,,New York,Art Auction Advisory Svces,(212) 935 1272,http://www.artadvisoryservices.com/newsletter_08-sep.pdf,10065.0,POINT (-73.96934511430464 40.76406092278879)
375,240 W End Ave,,New York,Art Avenues Inc,(212) 874-6305,http://www.merchantcircle.com/business/Art.Avenues.Inc.New.York.NY.212-874-6305,10023.0,POINT (-73.98484183259625 40.77886824857134)
376,140 Riverside Dr,,New York,Art Finds,(212) 724-4132,http://newyork.citysearch.com/profile/7169370/new_york_ny/art_finds.html,10024.0,POINT (-73.97973389273444 40.79017492134076)
377,209 E 72nd St,,New York,Blumka Gallery,(212) 734-3222,http://www.blumkagallery.com/,10021.0,POINT (-73.95986031902645 40.76968727518326)
378,799 Broadway,,New York,Art Gallery & Custom Framing,(212) 473-6802,http://local.botw.org/New_York/New_York/799_Art_Gallery_and_Custom_Framing/112964310.html,10003.0,POINT (-73.99179292850394 40.73243385000468)
379,79 Walker St,,New York,Art In General,(212) 219-0473,http://www.artingeneral.org/,10013.0,POINT (-74.00187734226864 40.71809470427269)
380,199 Lafayette St,,New York,Art Loft Gallery,(212) 343-3005,http://m.nyc.com/arts__attractions/art_loft_gallery.1697/whats_nearby.aspx?sec=att,10012.0,POINT (-73.99773834075489 40.72119226004358)
381,26 E 64th St,Bsmt,New York,Art Merchandising and Media Inc,(212) 759-0777,http://www.nyc.com/arts__attractions/art_merchandising_and_media_inc.912/map_location.aspx,10021.0,POINT (-73.96958162555178 40.76668459308375)
382,323 W 39th St,,New York,Art Metaphysics Education,(212) 736-0999,http://www.nyc.com/arts__attractions/art_metaphysics_education.881/editorial_review.aspx,10018.0,POINT (-73.99233661009842 40.75606798575183)
383,957 Park Ave,Apt 5W,New York,Art Placement International,(212) 517-8740,http://m.nyc.com/arts__attractions/art_placement_international.449/map_location.aspx,10028.0,POINT (-73.95878267381052 40.77733032956459)
384,429 Greenwich St,Ph,New York,Art Projects International Inc,(212) 343-2599,http://www.artprojects.com/,10013.0,POINT (-74.00940343348547 40.72229804091343)
385,210 11th Ave,,New York,Art Resources Transfer Inc,(646) 486-2387,http://www.artresourcestransfer.org/,10001.0,POINT (-74.00595090831266 40.74998457023774)
386,248 Lafayette St,,New York,Art Student Showcase Inc,(212) 941-9471,http://www.yellowbot.com/art-student-showcase-incorporated-new-york-ny.html,10012.0,POINT (-73.99720725800789 40.72310856403507)
387,441 3rd St,,Brooklyn,Art Vue,(212) 995-2008,http://www.artvue.com/,11215.0,POINT (-73.98009835716449 40.67152952211453)
388,133 W 25th St,,New York,Art Wise,(212) 989-3348,http://www.yellowspinny.com/art+wise/bus-41875/,10001.0,POINT (-73.99324200487263 40.74498903638776)
389,3 E 65th St,,New York,Arte Primitivo-Howard S Rose Gallery,(212) 570-6999,http://www.arteprimitivo.com/,10021.0,POINT (-73.96929380183833 40.76784299499881)
390,246 Avenue U,,Brooklyn,Artefina International Inc,(718) 946-7948,http://www.nyc.com/arts__attractions/artefina_international_inc.1933/whats_nearby.aspx,11223.0,POINT (-73.97523365982514 40.59654737315822)
391,23 E 73rd St,,New York,Artemis Fine Arts Inc,(212) 288-8488,http://newyork.maplist.org/viewthread.php?tid=414560,10021.0,POINT (-73.96520338983287 40.77279040346651)
392,1780 Broadway,,New York,Artenova Ltd,(212) 581-8815,http://ny.citysquares.com/manhattan/clinton/arts-entertainment/artists-art-dealers/artenova-ltd,10019.0,POINT (-73.98126402551996 40.76647974955509)
393,242 Lafayette St,,New York,Arterres,(212) 343-1196,http://www.ibegin.com/directory/us/new-york/new-york/arterres-242-lafayette-st/,10012.0,POINT (-73.99715508196216 40.72287262300235)
394,2580 Broadway,,New York,Artique-the Art of Framing Inc,(212) 665-0549,http://www.artiqueonline.com/,10025.0,POINT (-73.97067461349071 40.79532708994234)
395,448 Broadway,,New York,Artist Prod Gallery,(212) 477-5699,http://www.nyc.com/arts__attractions/artist_prod_gallery.569/editorial_review.aspx,10013.0,POINT (-74.00085020193522 40.72034082024991)
396,38 Greene St,,New York,Artists Space,(212) 226-3970,http://www.artistsspace.org/,10013.0,POINT (-74.00187570391502 40.72169943485471)
397,155 Ave of the Americas,,New York,Artlife Gallery,(212) 255-9900,http://www.yellowspinny.com/artlife+gallery/bus-42410/,10013.0,POINT (-74.00476655191915 40.72541500498122)
398,1155 Manhattan Ave,,Brooklyn,Art-Lore Inc,(718) 389-7988,http://www.merchantcircle.com/business/Art.Lore.Inc.718-389-7988,11222.0,POINT (-73.95578568860223 40.73806575979962)
399,945 5th Ave,,New York,Artrepreneur,(212) 861-3156,http://www.theartrepreneur.com/,10021.0,POINT (-73.96511389261455 40.77469948486251)
400,423 Atlantic Ave,,Brooklyn,Arts Action Research,(718) 797-3661,http://www.artsaction.com/,11217.0,POINT (-73.98338749200313 40.68664178336951)
401,185 Eldridge St.,,New York,Arts at University Settlement/Speyer Hall,(212) 674-9120,http://www.universitysettlement.org/,10002.0,POINT (-73.99119730157719 40.72068015191621)
402,40 W 25th St,,New York,Arts Du Monde,(212) 243-4477,http://www.artsdumonde.net/,10010.0,POINT (-73.99092836171616 40.74358396806726)
403,206 5th Ave,,New York,Arts India,(212) 725-6092,http://www.merchantcircle.com/blogs/Arts.India.212-725-6092,10010.0,POINT (-73.98879876096638 40.74320506078967)
404,24 W 57th St,,New York,Arts Proper International Inc,(212) 586-2810,http://www.nyc.com/arts__attractions/arts_proper_international_inc.1747/whats_nearby.aspx,10019.0,POINT (-73.97562041606622 40.76346975208143)
405,502 Park Ave,,New York,Artscope Inc,(212) 838-0475,http://local.botw.org/New_York/New_York/Artscope_Inc/1103231.html,10022.0,POINT (-73.97009199445296 40.76325412052618)
406,51 E 78th St,,New York,Ash Fine Art,(212) 734-0100,http://local.botw.org/New_York/New_York/Ash_Fine_Art/56447074.html,10021.0,POINT (-73.9618353271081 40.77553583749592)
407,62 E 55th St,,New York,Asher Gallant Gallery,(212) 755-6770,http://www.nyc.com/arts__attractions/asher_gallant_gallery.1791/whats_nearby.aspx,10022.0,POINT (-73.97259126282007 40.76067960028377)
408,41 Perry St,,New York,Ashione Art Gallery,(212) 229-0899,http://www.yelp.com/biz/ashione-art-gallery-new-york,10014.0,POINT (-74.00280458102809 40.73571649956089)
409,202 W 77th St,,New York,Ashoka Crafts,(212) 579-9040,http://www.ashokacrafts.com/,10024.0,POINT (-73.97994522704968 40.78157132600765)
410,35 West 23rd Street,#3,New York,Atelier A-E Ent,(212) 620-8103,http://www.atelierae.com/Contact.php,10010.0,POINT (-73.99087594403446 40.74237388620432)
411,594 Broadway,,New York,Atelier International Art Group Inc,(212) 431-0630,http://www.atelierart.com/,10012.0,POINT (-73.99671187722127 40.72480608921537)
412,135 West 29th St,suite 601,New York,Atlantic Gallery,(212) 219-3183,http://www.atlanticgallery.org/,10001.0,POINT (-73.99143107504511 40.74746646219944)
413,134 10th Ave,,New York,Atmosphere Galleries Inc,(212) 343-9115,http://www.city-data.com/businesses/485663918-atmosphere-galleries-inc-new-york-ny.html,10011.0,POINT (-74.00600863130276 40.74476246542635)
414,526 W 26th St,,New York,Audiello Fine Art Inc,(212) 675-9082,http://www.massimoaudiello.com/,10001.0,POINT (-74.0044220151553 40.75009455123575)
415,167 E 61st St,,New York,Audrey C Art & Jewels,(212) 755-8979,http://wap.outalot.com/listings/278910-Audrey-C-Art-Jewels,10021.0,POINT (-73.96572040008752 40.76324997157376)
416,1255 5th Ave,,New York,Australian Aboriginal Fine Art Gallery Of New York,(917) 459-8874,http://www.aboriginalvisions.com/,10029.0,POINT (-73.95015415750696 40.79501690627845)
417,235 8th Ave,,New York,Av Art Gallery & Custom Framing Inc,(646) 486-3781,http://loqal.com/av+art+gallery+custom+framing+inc.9.54033737p.home.html,10011.0,POINT (-73.99938013572218 40.74461575145924)
418,204 Dean St,,Brooklyn,Available Art Llc,(917) 237-1668,http://www.nyc.com/arts__attractions/available_art_llc.905/map_location.aspx,11217.0,POINT (-73.98529286493043 40.68530879251846)
419,41 E. 57th St.,,New York,AVC Contemporary Arts Gallery,(212) 888-1122,http://friendseat.com/New-York-NY/Art-Museums-Galleries/AVC-Contemporary-Arts-Gallery,10022.0,POINT (-73.97167802578994 40.76218379285724)
420,461 Fort Washington Ave,,New York,Avshalom Eitan Fine Arts,(212) 928-0760,http://fine-art.d-vers.com/,10033.0,POINT (-73.93866148264451 40.85075794194175)
421,312 Atlantic Ave,,Brooklyn,Axelle Fine Art,(718) 246-1800,http://www.axelle.com/,11201.0,POINT (-73.98851197926002 40.68807777539699)
422,148 Spring St,,New York,Axelle Fine Arts Gallery Ltd,(212) 226-2262,http://www.axelle.com/index.html,10012.0,POINT (-74.00149047896814 40.72411800152975)
423,90 John St,,New York,Aztec Marketing Co,(212) 791-3317,http://www.merchantcircle.com/business/Aztec.Marketing.Co.New.York.NY.212-791-3317,10038.0,POINT (-74.00648308644872 40.70789856563353)
424,6 W 26th St,,New York,Back To Africa Imports,(212) 462-4848,http://www.back2africa.com/,10010.0,POINT (-73.98868276932478 40.74347151482428)
425,440 Montauk Ave,,Brooklyn,Back To Roots Inc,(718) 649-3297,http://www.merchantcircle.com/business/Back.to.Roots.Inc.718-649-3297,11208.0,POINT (-73.87589510879744 40.66731504331599)
426,110 W 79th St,,New York,Bag One Arts,(212) 595-5537,http://local.botw.org/New_York/New_York/Bag_One_Arts/1353721.html,10024.0,POINT (-73.97606171702485 40.78195247672717)
427,313 E 95th St,,New York,Balalaika Arts & Crafts From Russia & Former Ussr,(212) 722-2594,http://local.botw.org/New_York/New_York/Balalaika_Arts_and_Crafts_From_Russia_and_Former_Ussr/34339337.html,10128.0,POINT (-73.94657505515615 40.78336844632731)
428,155 E 55TH ST,,New York,BALMAR REALTY,(212) 702-0132,http://www.nyc.com/arts__attractions/balmar_realty.1777/map_location.aspx,10022.0,POINT (-73.9690646648923 40.75945091322308)
429,515 W 24th St,,New York,Barbara Gladstone Gallery,(212) 206-9300,http://www.gladstonegallery.com/,10011.0,POINT (-74.00450714605243 40.74888039745046)
430,421 Hudson St,,New York,Baron Boisante Editions,(212) 924-9940,http://www.baronboisante.com/,10014.0,POINT (-74.00725575414192 40.72988710604914)
431,572 5th Ave,,New York,Barrington Gallery of London Ltd,(212) 302-9546,http://gallerydriver.com/?method=Gallery.GalleryDetail&GalleryID=489C5407-3048-28EB-92AE16503A57B774,10036.0,POINT (-73.97908152115053 40.75650243348849)
432,210 Varet Street,,Brooklyn,Bayo Studios,1-800-939-2296,http://bayostudio.com/,11206.0,POINT (-73.93513085993379 40.70365264266154)
433,724 5th Ave,,New York,Beadleston Gallery,(212) 581-7544,http://www.artincontext.org,10019.0,POINT (-73.97451739244705 40.7626057748781)
434,165 Hudson Street,,New York,Behr Thyssen Ltd,(212) 431-7459,http://www.behr-thyssen.com/,10013.0,POINT (-74.00854193445365 40.72216389522143)
435,142 Court St,,Brooklyn,Belanthi,(718) 624-9420,http://yp.blogflux.com/directory/us/new-york/brooklyn/belanthi-142-court-st/,11201.0,POINT (-73.9929238023326 40.6892018188711)
436,134 10th Ave,,New York,Bellwether Gallery,(212) 929-5959,http://www.bellwethergallery.com/,10011.0,POINT (-74.0059259359394 40.7447310240188)
437,60 Broadway,,Brooklyn,Bench Dogs,(718) 486-7338,http://yp.blogflux.com/directory/us/new-york/brooklyn/bench-dogs-60-broadway/,11211.0,POINT (-73.96628257552109 40.7103215114287)
438,52 Prince St,,New York,Benedetti Gallery Inc,(212) 226-2238,"http://www.wcities.com/en/record/298,64993/33/record.html",10012.0,POINT (-73.99603743947266 40.72326204494683)
439,37 W 57th St,,New York,Bernarducci Meisel Gallery,(212) 593-3757,http://www.bernarduccimeisel.com/index.php,10019.0,POINT (-73.97603744051094 40.76406500441014)
440,737 Park Ave,,New York,Bernstein David Primitive Art,(212) 794-0389,http://www.precolumbianart4sale.com/,10021.0,POINT (-73.96377490774012 40.77042906088558)
441,11 E 70th St,,New York,Berry-Hill Galleries Inc,(212) 744-2300,http://www.berry-hill.com/home.html,10021.0,POINT (-73.96674308518971 40.77084483122722)
442,229 E 60th St,,New York,Beverly Sacks Fine Art,(212) 583-9798,http://sacksfineart.com/,10022.0,POINT (-73.9648004088197 40.76175802302484)
443,529 5th Ave,Fl 7,New York,Beyond the Wall,(212) 622-7350,http://shop.beyondthewall.com/,10017.0,POINT (-73.97967536880768 40.75443328311788)
444,106 Ridge Street,,New York,BICYCLE PAINTINGS.COM,(917) 771-8537,http://www.bicyclepaintings.com/,10002.0,POINT (-73.98314702965975 40.71868691762229)
445,154 Orchard Street,,New York,Big Cat Gallery,(212) 982-6210,http://www.tonyfitzpatrick.com/big_cat_gallery.htm,10002.0,POINT (-73.98866228119658 40.72079932966255)
446,39 Wooster St,,New York,Bill Bace Gallery,(212) 219-0959,http://www.yellowbot.com/bill-bace-gallery-new-york-ny.html,10013.0,POINT (-74.00271111656463 40.72252116551896)
447,24 W 57th St,,New York,Bill Hodges Gallery,(212) 333-2640,http://www.billhodgesgallery.com/,10019.0,POINT (-73.97553999334467 40.76343700260623)
448,529 W 20th St,,New York,Bitforms,(212) 366-6939,http://www.bitforms.com/index.php,10011.0,POINT (-74.00682960405737 40.74649787405831)
449,9215 Merrick Blvd,,Jamaica,Black & Black Art Gallery,(718) 658-9203,http://www.yelp.com/search?find_loc=Jamaica%2C+Queens%2C+NY&cflt=galleries,11433.0,POINT (-73.7933657552114 40.70542390024909)
450,483 Driggs Ave,,Brooklyn,Black & White Gallery Inc,(718) 599-8775,http://www.blackandwhiteartgallery.com/,11211.0,POINT (-73.95464222868095 40.71844237675985)
451,386 Park Ave,,New York,Bleier Milton A Corp,(212) 533-1730,http://miltonbleier.com/,10016.0,POINT (-73.97287192878989 40.75960676311047)
452,530 W 25th St,,New York,Blue Mountain Gallery Inc,(646) 486-4730,http://www.bluemountaingallery.org,10001.0,POINT (-74.00476841500598 40.74923625162883)
453,123 E 7th St,,New York,Bodanna Inc,(212) 388-0078,http://www.merchantcircle.com/business/Bodanna.Inc.New.York.NY.212-388-0078,10009.0,POINT (-73.98411974872251 40.72652721057705)
454,420 E 9th St,,New York,Bolivar Arellano Gallery,(212) 420-1263,http://www.bolivararellanogallery.com/,10009.0,POINT (-73.98391618028155 40.72761183175187)
455,521 W 21st St,,New York,Bonakdar Jancou Gallery,(212) 414-4144,http://www.tanyabonakdargallery.com/,10011.0,POINT (-74.00611785599605 40.74700168705312)
456,560 BROADWAY,,New York,BORDEN JANET INC,(212) 431-0166,http://www.janetbordeninc.com/current/,10012.0,POINT (-73.99768478344558 40.72404630376343)
457,508 W 26th St,,New York,Bose Pacia Modern,(212) 989-7074,http://www.bosepacia.com/,10001.0,POINT (-74.00359348605816 40.74976022129376)
458,601 W. 26th St,12th Fl.,New York,Bound and Unbound,(212) 463-7348,http://oneartworld.com/Bound+_26+Unbound.html,10001.0,POINT (-74.00687162371617 40.75159814355892)
459,530 W 25th St,,New York,Bowery Gallery,(646) 230-6655,http://www.bowerygallery.org/,10001.0,POINT (-74.0048454378513 40.7492698417932)
460,511 W. 25th Street,#401,New York,Brenda Taylor Gallery,(212) 463-7166,http://www.brendataylorgallery.com/,10001.0,POINT (-74.00382577002729 40.74935024583751)
461,176 East 3rd Street,Suite 5G,New York,Bridgewater Gallery of Fine Arts Inc,(212) 674-3650,http://www.bwfinearts.com/,10009.0,POINT (-73.98412586213658 40.72292592490373)
462,1087 East Tremont Ave,,Bronx,Bronx River Art Center,(718) 589-5819,http://www.bronxriverart.org/,10460.0,POINT (-73.87815507293308 40.84059708783155)
463,59 Wooster St.,,New York,Brooke Alexander Gallery,(212) 925-4338,http://www.baeditions.com/,10012.0,POINT (-74.00226165676219 40.72320925083491)
464,421 Fifth Ave.,,Brooklyn,Brooklyn Arts Exchange,(718) 832-0018,http://bax.org/,11215.0,POINT (-73.98543282004819 40.66976941835214)
465,119 Ingraham St,(at Porter Ave),Brooklyn,Brooklyn Fireproof,(718) 456-7570,http://www.brooklynfireproof.com/,11237.0,POINT (-73.92918028109621 40.70788792853058)
466,498 Broome St,,New York,Broome Street Gallery the,(212) 226-6085,http://www.anny.org/2/gallery.html,10013.0,POINT (-74.00262453001721 40.72338628596906)
467,180 Riverside Drive,#6E,New York,Bruce Palmer Galleries,(212) 595-6651,http://www.askart.com/AskART/lists/dealersummary.aspx?searchtype=dealer&company=43159,10024.0,POINT (-73.97712674122711 40.79219979489217)
